"year","month","day","country","title","text","hazard_category","product_category","hazard","product"
"2022","3","19","fr","Bordeaux Vineyards—Château du Paradis Red Wine 2019","PRA No. 2022/03456 Date published 19 Mar 2022 Product description Château du Paradis Red Wine 2019, 750mL bottle Identifying features Batch number: 2019/P12 Best before date: 2024/02/29 What are the defects? The recall is due to the potential presence of metal fragments from a faulty bottling process. What are the hazards? Consumption of food products containing metal fragments may cause injury. What should consumers do? Consumers are advised not to consume the product and to return it to the point of purchase for a full refund. For further information, contact Bordeaux Vineyards at +33 5 56 78 90 12. Supplier Bordeaux Vineyards Traders who sold this product Specialty wine shops and supermarkets nationally Where the product was sold France Dates available for sale 15 February 2022 - 19 March 2022 Recall advertisements and supporting documentation Recall Notice.pdf (89.23 KB) Coordinating agency French Food Safety Authority is the coordinating agency for this recall. Product category Wine × Château du Paradis Red Wine 2019 750mL Close","foreign bodies","alcoholic beverages","metal fragment","wine"
"2018","3","12","us","Budweiser recalls select bottles of Bud Light due to potential glass fragments","Budweiser has issued a recall for select bottles of Bud Light due to the potential presence of glass fragments. The affected bottles have the lot codes L45678N1 and L45678N2, which are printed on the bottle neck. No other products or lot codes are affected by this recall. Consumers are advised not to drink the product and to return any unopened bottles to the place of purchase for a full refund. For further information, consumers can contact Budweiser customer service at 1-800-345-6789. The recall is a precautionary measure to ensure the safety of our customers.","foreign bodies","alcoholic beverages","glass fragment","beer"
"2021","4","15","us","Glass fragments found in bottles of Redwood Vineyards Merlot","Product Recall Notice - Redwood Vineyards Merlot recalled due to potential glass fragments in bottles Recall date: April 15, 2021 Reason for recall: Glass fragments found in bottles Hazard classification: Class I Company / Firm: Redwood Vineyards Distribution: Nationwide Extent of the distribution: Retail Redwood Vineyards has initiated a voluntary recall of its Merlot wine due to the potential presence of glass fragments in some bottles. Consumers are advised not to consume the recalled products and to return them to the place of purchase for a full refund. Recalled products Brand Name Common Name Size Code(s) on Product UPC Redwood Vineyards Merlot 750 mL Bottles with lot numbers: LB234K20, LB235L20 8 98765 43210 9 What you should do Check your home for the recalled product. Do not consume it. Return it to the store where it was purchased for a full refund. Background This recall was initiated after the company received consumer complaints about glass fragments found in the bottles. The U.S. Food and Drug Administration (FDA) is investigating the issue to ensure that all affected products are removed from the marketplace. Illnesses There have been no reported injuries associated with these products. More information Redwood Vineyards: Customer Service - 1-800-555-1234","foreign bodies","alcoholic beverages","glass fragment","merlot"
"2022","4","15","au","Noble Vineyards — Riesling 2021 Vintage 750mL","PRA No. 2022/20412 Date published 15 Apr 2022 Product description Noble Vineyards Riesling 750mL 2021 Vintage Lot Code: R21342 Identifying features Barcode number 935123004567 (Bottle) and 19351233004564 (Carton) What are the defects? The product may contain small metal fragments due to a machinery malfunction. What are the hazards? Food products containing metal fragments may cause injury if consumed. What should consumers do? Customers should not consume the product and return it to the place of purchase for a full refund. For more information, contact Noble Vineyards at 1800 987 654 or email support@noblevineyards.com.au Supplier Noble Vineyards Traders who sold this product Major supermarkets and liquor stores Where the product was sold Nationally Dates available for sale 5 March 2022 - 14 April 2022 Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Noble Vineyards Riesling 750mL 2021 Vintage Noble Vineyards Riesling 750mL 2021 Vintage Lot number location Close","foreign bodies","alcoholic beverages","metal fragment","riesling"
"2020","7","15","us","Heineken recalls Heineken Light 12 packs due to potential glass particles","Heineken is recalling certain 12 packs of Heineken Light due to the potential presence of glass particles. The affected products have the following lot codes: L1520N and L1622N. These products were distributed nationally. Consumers are advised not to consume these products and to return them to the place of purchase for a full refund. For more information, consumers can contact Heineken at 1-888-523-5008. The recall was initiated after it was discovered that the products may contain small fragments of glass. No illnesses have been reported to date.","foreign bodies","alcoholic beverages","glass particle","beer"
"2017","9","15","us","Clear Creek Distillery Recalls Bottles of Pear Brandy","Clear Creek Distillery has issued a recall for several bottles of their Pear Brandy due to the potential presence of small metal fragments. The affected products have the following identifying features: Batch Number: 20170915, Best Before: 09/2022. The metal fragments may have been introduced during the bottling process. Consumers are advised not to consume the product and to return it to the place of purchase for a full refund. For further information, contact Clear Creek Distillery at 1-800-555-1234. The product was sold nationally through various retailers including specialty food stores and online marketplaces. The recall notice and supporting documentation can be found on the FDA website.","foreign bodies","alcoholic beverages","metal fragment","brandy"
"2023","10","15","us","Texas Brewery recalls Oktoberfest Lager due to incorrect alcohol content","Texas Brewery is recalling its Oktoberfest Lager because the alcohol content listed on the label is incorrect. The actual alcohol content exceeds the stated amount, which could potentially lead to overconsumption and related health risks. Product details Oktoberfest Lager Pack size 330ml Best before 31 December 2023 Batch Code OKT2309 Risk statement The product contains a higher alcohol content than stated on the label, which may lead to unintended intoxication. Action taken by the company Texas Brewery is recalling the above product from customers and has issued a point-of-sale notice to its customers. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Customer Notice: Texas Brewery Oktoberfest Lager Our advice to consumers If you have bought the above product, do not drink it. Instead, return it to the store from where it was bought for a full refund. For further information, please contact Texas Brewery Customer Services on 512-123-4567 or support@texasbrewery.com About product recalls Sometimes there will be a problem with a food product that means it should not be sold. Then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). Sometimes foods have to be withdrawn or recalled if there is a risk to consumers because the labelling is incorrect. When there is a risk, the FDA will issue a recall notice. Ref: FDA-RN-23-2023 Subscribe to news and alerts","fraud","alcoholic beverages","compositional deviation","beer"
"2019","11","20","us","Brewmaster Inc. — Dark Lager Beer 500mL","PRA No. 2019/25687 Date published 20 Nov 2019 Product description Dark Lager Beer 500mL The product has been available for sale individually and as part of a 6 pack Batch No 22 Best Before: 20/11/2020 (22BB 20/11/20) Identifying features Other APN/EAN 9347511002437 What are the defects? The recall is due to incorrect packaging that does not declare the presence of gluten. What are the hazards? Food products with undeclared allergens may cause allergic reactions if consumed. What should consumers do? Consumers who have a gluten allergy or intolerance should not consume this product and should return it to the place of purchase for a refund. For further information, please call Brewmaster Inc. on 08 8456 3210. Supplier Brewmaster Inc. Traders who sold this product Various liquor stores and supermarkets Where the product was sold Nationwide Dates available for sale 1 October 2019 - 18 November 2019 Recall advertisements and supporting documentation Recall Notice.pdf (40.21 KB) Coordinating agency U.S. Food and Drug Administration is the coordinating agency for this recall. Product category Drinks × Brewmaster Dark Lager Close","fraud","alcoholic beverages","undeclared allergen","beer"
"2023","7","22","us","Blue Moon Brewing Company - Blue Moon Belgian White Beer recalled due to undeclared wheat","Food recall warning Blue Moon Brewing Company - Blue Moon Belgian White Beer recalled due to undeclared wheat Brand(s) Blue Moon Brewing Company Last updated 2023-07-22 Summary Product Blue Moon Belgian White Beer Issue Food - Allergen - Wheat What to do If you have a sensitivity to wheat, do not consume the recalled products. PreviousNext Affected products Brand Product Size UPC Codes Blue Moon Brewing Company Blue Moon Belgian White Beer 12\xa0oz 0 71990 00036 2 PACKAGED 20JUN2023 Issue Blue Moon Brewing Company is recalling the affected products from the marketplace because they contain wheat which is not declared on the label. The recalled products have been sold nationwide. What you should do Check to see if you have recalled products If you have a sensitivity to wheat, do not consume the recalled products as they may cause a serious or life-threatening reaction. Recalled products should be thrown out or returned to the location where they were purchased. Learn more: Learn more about common food allergies Sign up for recall notifications by email and follow us on social media. View our detailed explanation of the food safety investigation and recall process. Report a food safety or labelling concern. Additional information Background This recall was triggered by the company. There have been no reported reactions associated with the consumption of these products. What is being done The U.S. Food and Drug Administration (FDA) is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the FDA will notify the public through updated food recall warnings. The FDA is verifying that industry is removing recalled products from the marketplace. Details Original published date: 2023-07-22 Alert / recall type Food recall warning Category Food - Beverages - Alcoholic Companies Blue Moon Brewing Company Published by U.S. Food and Drug Administration Audience General public Recall class Class 1 Identification number RA-89763 Media and public enquiries Company information Blue Moon Brewing Company customer_service@bluemoonbrewing.com Public enquiries Toll-free: 1-800-244-2342 (U.S.) Telephone: 1-613-773-2342 (local or international) Email: information@fda.gov Media relations Telephone: 613-773-6600 Email: media@fda.gov Report a health or safety concern","fraud","alcoholic beverages","undeclared wheat","beer"
"2023","7","20","uk","Whiskey Delight 700mL","Notice Issued: 20 July 2023 Product Details Whiskey Delight 700mL bottles are being recalled due to incorrect alcohol content labeling. The affected products have a best before date of 15 August 2024. Distribution The product was sold at major supermarkets, liquor stores, and online retailers throughout the UK. Issue The alcohol content stated on the bottle is 38% ABV, but the actual content is 42% ABV. Hazard The incorrect labeling may lead to unintended intoxication, posing a risk to consumers. Action Consumers are advised not to drink the product and return it to the place of purchase for a full refund. Contact For more information, please contact Whiskey Delight Customer Service at 0800 123 4567 or visit www.whiskeydelight.co.uk.","fraud","alcoholic beverages","incorrect labeling","whiskey"
"2023","10","5","ca","Blackbeard Brewing Inc. — Captain's Reserve IPA 473mL","PRA No. 2023/21456 Date published 5 Oct 2023 Product description Captain's Reserve IPA 473mL. The product has been available for sale individually and as part of a variety 12 pack. Batch No 23 Best Before: 15/11/2023 (23BB 15/11/23) Identifying features Other APN/EAN 6291042001538 What are the defects? The recall is due to the presence of undeclared wheat, which is not mentioned on the label. This means the product is a possible health risk for anyone with an allergy to wheat or gluten. What are the hazards? Food products containing undeclared allergens may cause illness/injury if consumed. What should consumers do? Consumers should not drink this product if they have an allergy to wheat or gluten, and should dispose of it safely. Please contact Blackbeard Brewing Inc. for safe disposal instructions and to arrange compensation. For further information please contact Blackbeard Brewing Inc. by phone on 604 555 1234 or visit https://blackbeardbrewing.ca/ Supplier Blackbeard Brewing Inc. Traders who sold this product Local liquor stores, grocery outlets, and online retailers in BC. Where the product was sold British Columbia Dates available for sale 15 September 2023 - 3 October 2023 Recall advertisements and supporting documentation Recall advertisement.pdf (45.67 KB) Coordinating agency Canadian Food Inspection Agency is the coordinating agency for this recall. Product category Drinks × Blackbeard Captain's Reserve IPA Close","fraud","alcoholic beverages","undeclared wheat","beer"
"2023","3","15","us","Brewmaster's Craft Lager recalled due to undeclared wheat content","Food recall warning - Brewmaster's Craft Lager recalled due to undeclared wheat content. Brand(s) Brewmaster's Craft. Last updated 2023-03-15. Summary: Product - Brewmaster's Craft Lager, Issue - Undeclared wheat content. What to do: If you have a wheat allergy or intolerance, do not consume the recalled product. Affected products: Brand - Brewmaster's Craft Lager, Size - 355 mL, UPC Codes - 8 90123 45678 9, Packaged - 01FEB2023. Issue: Brewmaster's Craft is recalling the affected product from the marketplace because it contains wheat which is not declared on the label. The recalled product has been sold nationwide. What you should do: Check to see if you have the recalled product. If you have a wheat allergy or intolerance, do not consume the recalled product as it may cause a serious or life-threatening reaction. Recalled products should be thrown out or returned to the location where they were purchased. Learn more: Learn more about common food allergies. Sign up for recall notifications by email and follow us on social media. View our detailed explanation of the food safety investigation and recall process. Report a food safety or labelling concern. Additional information: Background - This recall was triggered by the company. There have been no reported reactions associated with the consumption of this product. What is being done: The FDA is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the FDA will notify the public through updated food recall warnings. The FDA is verifying that industry is removing recalled products from the marketplace. Details: Original published date - 2023-03-15. Alert / recall type - Food recall warning. Category - Food - Beverages - Alcoholic. Companies - Brewmaster's Craft. Published by - Food and Drug Administration. Audience - General public. Recall class - Class 1. Identification number - RA-78901. Media and public enquiries: Company information - Brewmaster's Craft, customer_service@brewmasterscraft.com. Public enquiries: Toll-free: 1-800-555-1234 (U.S.). Telephone: 1-202-555-1234 (local or international). Email: information@fda.gov. Media relations: Telephone: 202-555-1234. Email: media@fda.gov. Report a health or safety concern.","fraud","alcoholic beverages","undeclared ingredient","beer"
"2023","8","25","au","Brewmaster's Select — Honeyed Mead 500mL","Brewmaster's Select is recalling its Honeyed Mead 500mL due to incorrect labeling of alcohol content. The product was sold nationwide at specialty liquor stores and online retailers. The affected batch has a best before date of 01/06/2024. The issue is that the alcohol content is labeled as 8% ABV but actually contains 12% ABV. Consuming this product may lead to unintended intoxication. Consumers are advised not to drink this product and should return it to the place of purchase for a full refund. For more information, contact Brewmaster's Select at 1800 555 123 or visit www.brewmastersselect.com.au.","fraud","alcoholic beverages","incorrect labeling","mead"
"2021","11","15","us","Craft Brewery Recalls IPA Beer 6-pack","Craft Brewery is recalling its IPA Beer 6-pack due to undeclared sulfites. The product was available for sale at various retail stores across California. The affected batches have a best before date of 12/01/22. The recall is initiated because the product contains sulfites which are not mentioned on the label, posing a health risk for individuals with sulfite sensitivities. Consumers who have purchased this product are advised to return it to the place of purchase for a full refund. For more information, contact Craft Brewery at 1-800-555-1234 or visit www.craftbrewery.com.","fraud","alcoholic beverages","sulfites","beer"
"2023","8","22","uk","Whiskey Masters Ltd. — Highland Mist Single Malt Scotch Whisky 700mL","PRA No. 2023/29873 Date published 22 Aug 2023 Product description Highland Mist Single Malt Scotch Whisky 700mL Glass bottle Date label - Batch 3 Available for sale at selected supermarkets and liquor stores in the United Kingdom between 10 July 2023 and 20 August 2023 The product is NOT to be consumed - the product contains incorrect alcohol content. What are the defects? The product is labelled as containing 40% ABV, however, it contains 60% ABV. The recall is due to non-compliant labelling (incorrect alcohol content listed on the label). The bottles are not correctly sealed, they can be identified as having a loose cap. What are the hazards? The bottles contain a higher alcohol content than labelled, which may cause illness/injury if consumed in excess. What should consumers do? Consumers should not ingest this product. Consumption of the product may have side effects including dizziness, vomiting, and loss of coordination. If you experience any of these symptoms please seek medical advice. Consumers should return the product to the place of purchase for a full refund. For further information, please contact Whiskey Masters Ltd. on 020 7946 0958 or info@whiskeymasters.co.uk or visit www.whiskeymasters.co.uk Supplier Whiskey Masters Ltd. Traders who sold this product Selected supermarkets and liquor stores Where the product was sold United Kingdom Dates available for sale 10 July 2023 - 20 August 2023 Recall advertisements and supporting documentation Recall advertisement.pdf (145.67 KB) Coordinating agency Food Standards Agency is the coordinating agency for this recall. Product category Drinks × Highland Mist Single Malt Scotch Whisky Close","fraud","alcoholic beverages","incorrect alcohol content","whisky"
"2023","9","15","us","Craft Brew Co — Hoppy Haze IPA 473mL","Craft Brew Co is recalling its Hoppy Haze IPA 473mL due to an error in the alcohol content labeling. The product may contain higher alcohol content than declared, posing a risk to consumers. Product details: Hoppy Haze IPA 473mL, Batch No. 23HHI09, Best Before: 09/23/2024. The product was sold in retail stores and online in California, Oregon, and Washington. Consumers are advised not to drink the product and return it to the place of purchase for a full refund. For more information, contact Craft Brew Co at 555-123-4567 or email support@craftbrewco.com.","fraud","alcoholic beverages","alcohol content","ipa"
"2020","5","15","nz","O'Connell's Irish Whiskey 700ml","PRA No. 2020/14785 Date published 15 May 2020. Product description: O'Connell's Irish Whiskey 700ml bottles. Identifying features: Batch code L 20095. The recall is due to the presence of undeclared allergens (sulphites) because of a packaging error. Consumers who are allergic to sulphites may have a reaction if the product is consumed. Consumers who have a sulphite allergy or intolerance should not consume this product and should return it to the place of purchase for a refund. For further information, please contact O'Connell's Distillery at 0800 123 456. Supplier: O'Connell's Distillery. Traders who sold this product: Various liquor stores. Where the product was sold: Nationally. Recall advertisements and supporting documentation: O'Connell's Irish Whiskey Recall Notice.pdf (50.3 KB)","fraud","alcoholic beverages","undeclared allergens","whiskey"
"2023","8","22","ca","Golden Oak Whiskey 750mL","PRA No. 2023/21456 Date published 22 Aug 2023 Product description Golden Oak Whiskey 750mL Identifying features Batch number 34567 Best before date 12 Dec 2024 What are the defects? The product is labelled as whiskey but contains a non-alcoholic beverage. The recall is due to incorrect labelling and misrepresentation of the product. What are the hazards? Consumers may experience disappointment and dissatisfaction due to the misrepresentation of the product, as they expect an alcoholic beverage. What should consumers do? Consumers should not drink this product and should return it to the place of purchase for a full refund. For further information, consumers can contact Golden Oak Distillery at 1-800-555-1234 or via their website www.goldenoakdistillery.com. Supplier Golden Oak Distillery Traders who sold this product Liquor stores across Ontario Where the product was sold Ontario Dates available for sale 15 July 2023 - 20 August 2023 Recall advertisements and supporting documentation Recall advertisement.pdf (150 KB) Coordinating agency Canadian Food Inspection Agency is the coordinating agency for this recall. Product category Drinks × Golden Oak Whiskey 750mL Close","fraud","alcoholic beverages","misrepresentation","whiskey"
"2016","11","15","au","Wild Hops Brewery - Autumn Ale 330mL","PRA No. 2016/15321 Date published 15 Nov 2016 Product description Wild Hops Brewery Autumn Ale 330mL bottles. Date markings Best before 15/11/2017, Batch code A3456. The product has been available for sale at various liquor stores and pubs in New South Wales and Victoria. Problem The recall is due to incorrect labelling which does not declare the presence of sulphites. Hazard Consumers with sulphite allergies or intolerances may have an adverse reaction if the product is consumed. What to do Consumers with sulphite allergies or intolerances should not consume this product and should return it to the place of purchase for a full refund. For further information, contact Wild Hops Brewery on 02 9345 6789 or visit www.wildhopsbrewery.com.au. Supplier Wild Hops Brewery Traders who sold this product Various liquor stores and pubs Where the product was sold New South Wales, Victoria Date markings Best before 15/11/2017, Batch code A3456 Recall advertisements and supporting documentation Autumn Ale Recall Notice.pdf (50.32 KB) Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Wild Hops Brewery Close","fraud","alcoholic beverages","labelling/misdescription","beer"
"2023","8","22","us","Bud Light Lime recalled due to undeclared wheat","Food recall warning: Bud Light Lime recalled due to undeclared wheat. Brand(s) Bud Light. Last updated 2023-08-22. Summary: The product Bud Light Lime has been recalled due to the presence of undeclared wheat. Issue: Food - Allergen - Wheat. What to do: If you have an allergy or sensitivity to wheat, do not consume the recalled product. Affected products: Bud Light Lime, 12-pack cans, UPC 00821717-42588, Best by date: 04SEP2023. The recalled product has been sold nationwide. Background: This recall was triggered by routine testing conducted by the company. There have been no reported reactions associated with the consumption of this product. What is being done: The company is working with the Food and Drug Administration (FDA) to remove the recalled products from the marketplace. The FDA is monitoring the recall to ensure that all recalled products are removed from store shelves. Details: Original published date: 2023-08-22. Alert / recall type: Food recall warning. Category: Food - Beverages - Alcoholic. Companies: Anheuser-Busch. Published by: Food and Drug Administration. Audience: General public. Recall class: Class 1. Identification number: RA-87453. Media and public enquiries: Company information: Anheuser-Busch customer_service@anheuser-busch.com. Public enquiries: Toll-free: 1-800-255-2337 (U.S.). Email: information@fda.gov. Media relations: Telephone: 301-796-4540. Email: media.affairs@fda.hhs.gov. Report a health or safety concern.","fraud","alcoholic beverages","undeclared wheat","beer"
"2023","5","15","ca","Sunny Days Brewing Co. recalls Starlight IPA 6.5% due to incorrect alcohol content","Sunny Days Brewing Co. is recalling its Starlight IPA 6.5% due to an error in the alcohol content labeling. The actual alcohol content exceeds the labeled 6.5% ABV. Product details: Starlight IPA 6.5% Pack size 473ml Best before 30 September 2023 Risk statement The product contains a higher alcohol content than declared on the label. This means the product poses a risk to consumers who may unknowingly consume more alcohol than intended. Action taken by the company Sunny Days Brewing Co. is recalling the above product from customers and has been advised to contact the relevant consumer protection organizations. The company has also issued a point-of-sale notice to its customers. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Customer Notice: Sunny Days Starlight IPA Our advice to consumers If you have bought the above product, do not drink it. Instead, return it to the store from where it was bought for a full refund. For further information, please contact Sunny Days Brewing Co. Customer Services on 1-800-555-1234 or info@sunnydaysbrewing.com About product recalls Sometimes there will be a problem with a food product that means it should not be sold. Then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). When there is a risk to consumers, the relevant authorities will issue a recall notice. Ref: SDB-001-2023","fraud","alcoholic beverages","alcohol content","beer"
"2020","3","12","us","Wildwood Vineyards' Sparkling Brut recalled due to defective bottle closures","Wildwood Vineyards is recalling its Sparkling Brut wine due to concerns about defective bottle closures. The affected product has a bottle size of 750ml and is from Lot: L3200312. No other batches are affected. The recall is a precautionary measure to ensure the safety of consumers. The company has contacted its retail partners and urges customers not to consume the product. For more information, customers can contact Wildwood Vineyards Customer Service at 1-800-123-4567 or email info@wildwoodvineyards.com.","packaging defect","alcoholic beverages","faulty bottle closures","wine"
"2020","3","14","ca","Hearty Ale Recall","Hearty Ale Brewing Co. is recalling its Hearty Ale 355ml cans due to a packaging defect. The cans may have a faulty seal that could cause leakage and potentially injure consumers. The affected products have best before dates of 01/02/21, 15/03/21, and 22/04/21. The beer was sold in various retail stores and breweries across Ontario. Consumers are advised not to drink the product and to return it to the place of purchase for a full refund. For more information, contact Hearty Ale Brewing Co. at 647-123-4567.","packaging defect","alcoholic beverages","faulty seal","beer"
"2018","3","12","us","Local Brewery recalls 'Hoppy Hour IPA' due to defective bottles","Local Brewery has initiated a recall of its 'Hoppy Hour IPA' due to reports of bottles breaking. Consumers are advised not to drink the product. The FDA has issued a Product Recall Notice.\nProduct: Hoppy Hour IPA Bottle size: 12 oz Lot number: B1234, B1235, B1236 This product was distributed in local retail stores and online. The brewery has contacted customers through email and social media to inform them of the recall. If you have an unopened bottle, instructions on how to safely handle and return the bottle for a refund can be found on the company’s website. For more information, contact the brewery at tel: 555-123-4567 email: info@localbrewery.com\nA product recall is issued when a product is found to be defective or potentially harmful. The FDA issues notices to inform consumers and local authorities about such issues. Subscribe to FDA alerts to stay updated on product recalls and other important notices. Follow us on Twitter @FDAGov for the latest updates.","packaging defect","alcoholic beverages","breaking bottles","beer"
"2020","7","15","us","Whiskey Barrel Brewing Co. recalls IPA due to faulty bottle caps","Whiskey Barrel Brewing Co. has issued a recall for its IPA due to faulty bottle caps that may cause leakage. Recall date: July 15, 2020. Reason for recall: Packaging Defect. Hazard classification: Class 2. Company / Firm: Whiskey Barrel Brewing Co. Distribution: California, Oregon. Extent of the distribution: Retail. Reference number: 98765. Consumers are advised not to consume the product and return it to the place of purchase for a full refund. For more information, contact Whiskey Barrel Brewing Co. at 1-800-555-1234 or email support@whiskeybarrelbrewing.com. Media enquiries: media@whiskeybarrelbrewing.com.","packaging defect","alcoholic beverages","leaking packaging","beer"
"2018","5","12","us","Craft Brewery—Amber Ale","PRA No. 2018/54321 Date published 12 May 2018 Product description 750ml glass bottle of Amber Ale. Identifying features Batch code L4567. (Batch code can be found next to the barcode on the back label of the bottle.) What are the defects? Some bottles may have a weak seal, causing leakage or spoilage. What are the hazards? Leaking bottles may result in contamination and loss of product quality. What should consumers do? Return the product to the point of purchase for a full refund. Do not attempt to consume the product. For further information, contact Craft Brewery at 1-800-555-1234. Supplier Craft Brewery Where the product was sold Nationally Dates available for sale 1 March 2018 - 10 May 2018 Recall advertisements and supporting documentation Recall Notice.pdf (123.5 KB) Responsible regulator Food and Drug Administration is the responsible regulator for this recall. Product category Beverages × Close","packaging defect","alcoholic beverages","leaking seal","beer"
"2015","8","17","us","Craft Brewing Co.—IPA and Stout beer recall","Recall Notice: Craft Brewing Co. is recalling its IPA and Stout beer due to a packaging issue. The affected products are: • IPA - Brown glass bottle available individually and in 6 packs (6 x 355ml) • Stout - Dark brown glass bottle available individually and in 6 packs (6 x 355ml) Identifying features: All Best Before dates from 15/09/15 to 30/11/15. The defects: There is a potential for the bottle caps to detach due to an improper seal. Hazards: The detached caps could pose a choking hazard or cause injury if the bottle is mishandled. What consumers should do: Return the product to the place of purchase for a full refund or replacement. For more information, contact Craft Brewing Co. at 1-800-555-1234. The products were sold in retail stores and pubs nationwide from June 2015 to August 2015. Coordinating agency: U.S. Food and Drug Administration. Product category: Drinks × Close","packaging defect","alcoholic beverages","cap detachment","beer"
"2019","5","15","us","Black Label Beer recalled due to potential glass fragments","Notification - Black Label Beer recalled due to potential glass fragments From: United States Food and Drug Administration Recall date: May 15, 2019 Reason for recall: Packaging defect Hazard classification: Class 2 Company: Black Label Brewery Distribution: Nationwide Extent of the distribution: Retail Reference number: 2019-0515 Contents Affected products Public enquiries and media Affected products Brand Name Common Name Size UPC Code(s) on Product Black Label Beer 355 ml 0 12345 67890 1 Public enquiries Toll-free: 1-800-555-1234 (U.S.) Telephone: 1-202-555-1234 (local or international) Email: info@blacklabelbrewery.com Media relations Telephone: 202-555-1234 Email: media@blacklabelbrewery.com Report a problem on this page Date modified: 2019-05-20","packaging defect","alcoholic beverages","glass fragments","beer"
"2020","4","15","us","Windsor Vineyards Chardonnay recalled due to broken glass in bottles","Windsor Vineyards is recalling its 2018 Chardonnay 750ml bottles due to reports of broken glass found inside some bottles. The affected product has a lot code of L345678 and was distributed to retail stores nationwide. Consumers are advised not to consume the product and to return it to the place of purchase for a full refund. For more information, contact Windsor Vineyards customer service at 1-800-123-4567.","packaging defect","alcoholic beverages","broken glass","wine"
"2020","3","12","us","Brewmaster Inc. recalls ‘Mountain Ale’ due to bottle breakage issues","Brewmaster Inc. is recalling its ‘Mountain Ale’ because some bottles may break unexpectedly.\nThe bottles containing the product may break, posing a risk to consumers.\nProduct: Mountain Ale Bottle size: 750ml Batch code: 245 ‘Best Before’ end: December 2021 No other batch or product is affected.\nThe company is recalling the product and will be contacting all their retail customers to inform them about the recall and asking them to display a point-of-sale notice. A copy of the point-of-sale notice can be found at the link below.\nIf you have bought the above product, do not drink it. Instead, contact Brewmaster Inc. on 1-800-555-1234 or support@brewmaster.com for a refund.\nIf there is a problem with a food product that means it should not be sold, then it might be \'withdrawn\' (taken off the shelves) or \'recalled\' (when customers are asked to return the product). The FDA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a \'Food Alert for Action\' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Get food alerts Subscribe to get alerts by email or SMS text Ref: 25/2020","packaging defect","alcoholic beverages","breaking bottles","beer"
"2022","3","10","us","Brewery X recalls 'Hoppy Hour' IPA due to defective bottle caps","Brewery X has issued a recall for its 'Hoppy Hour' IPA due to defective bottle caps that may cause the beer to spoil prematurely. If you have purchased this product, do not consume it. The FDA has issued a Product Recall Information Notice. Affected products include: Product: Hoppy Hour IPA Bottle size: 12 fl. oz. Lot numbers: HH234, HH235, HH236. These products were sold in retail stores across the Midwest. Customers who have purchased the affected products should return them to the place of purchase for a full refund. For more information, contact Brewery X customer service at: tel: 1-800-123-4567 email: customerservice@breweryx.com. The FDA issues Product Withdrawal Information Notices and Product Recall Information Notices to inform consumers and local authorities about problems associated with food and beverages. In some cases, a 'Food Alert for Action' is issued, providing local authorities with specific actions to be taken on behalf of consumers. Subscribe to alerts for the latest FDA notices about product recalls and withdrawals, including Food Alerts for Actions. Follow us on Twitter @FDAGov for alerts and other news. RSS feed: stay up to date with alerts and other news.","packaging defect","alcoholic beverages","defective bottle caps","beer"
"2019","6","15","us","Brewmaster’s Select Ales Recalled","Dear Valued Customers, We regret to inform you that Brewmaster’s Select Ales is initiating a voluntary recall of the following products due to a potential packaging defect:\nBrewmaster’s Select IPA 6-pack 12oz bottles with Best Before dates 07/20/19 and 08/10/19\nBrewmaster’s Select Amber Ale 6-pack 12oz bottles with Best Before dates 07/25/19 and 08/15/19\nThe affected products were distributed nationwide in various retail stores from May 15, 2019, to June 15, 2019.\nDefect: There is a risk that the bottle caps may not be properly sealed, leading to leakage or spoilage.\nFood Safety Hazard: Leaking bottles may result in contamination and potential health risks.\nWhat to do: Customers are advised not to consume these products and return them to the place of purchase for a full refund. For further information, please contact our customer service at 1-800-555-1234.\nThis recall applies only to the products with the specified Best Before dates. No other Brewmaster’s Select Ales products are affected.\nCountry of Origin: United States.\nWe apologize for any inconvenience caused and thank you for your understanding.\nSincerely, Brewmaster’s Select Ales Team","packaging defect","alcoholic beverages","leakage","beer"
"2017","8","12","us","Green Mountain Brewery—2017 Winter Ale","Green Mountain Brewery is recalling its 2017 Winter Ale due to potential bottle breakage. The affected product is a 750ml bottle with the batch code 02 and a best before date of December 2018. The recall was initiated after reports of bottles breaking during transport. Consumers are advised not to consume the product and to handle it with care. For a full refund, contact Green Mountain Brewery at 800-542-2337 or visit their website for more information. The product was distributed in Vermont and New Hampshire. No injuries have been reported. The FDA is monitoring the recall to ensure the safety of consumers.","packaging defect","alcoholic beverages","broken bottles","ale"
